customer_id,customer_age,customer_segment,region,preferred_device,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d,rfm_recency_days,rfm_frequency,rfm_monetary,rfm_segment,churn_probability,age_group,churn_risk_band,is_buyer
C00224,25,Regular,Bratislava,mobile,27,0,1,4,12,,,,Prospect (no purchase),0.8227759800719955,18-25,High,False
C00225,39,Regular,Central Slovakia,mobile,20,0,1,3,17,,,,Prospect (no purchase),0.8161738836425727,36-45,High,False
C00226,41,New,Bratislava,mobile,51,0,0,7,18,,,,Prospect (no purchase),0.7993957855576167,36-45,Medium,False
C00227,68,New,Bratislava,mobile,35,0,0,5,12,613.0,1.0,176.35,One-off Lapsed,0.7917046713900302,56+,Medium,True
C00228,61,New,Bratislava,mobile,40,0,0,1,2,,,,Prospect (no purchase),,56+,,False
C00229,28,Regular,Bratislava,desktop,47,0,1,0,1,,,,Prospect (no purchase),0.8551170737076178,26-35,High,False
C00230,35,At-Risk,Eastern Slovakia,mobile,27,0,1,0,0,,,,Prospect (no purchase),,26-35,,False
C00231,20,Regular,Czech Republic,mobile,11,0,0,2,2,,,,Prospect (no purchase),0.8800884547221832,18-25,High,False
C00232,31,New,Bratislava,desktop,12,0,1,2,4,,,,Prospect (no purchase),0.8226039559543563,26-35,High,False
C00233,42,New,Eastern Slovakia,mobile,67,0,1,7,3,,,,Prospect (no purchase),0.8084439273645089,36-45,High,False
C00234,52,Regular,Eastern Slovakia,desktop,36,0,1,1,6,266.0,1.0,143.04,One-off Lapsed,0.8913922287524121,46-55,High,True
C00235,29,Loyal,Czech Republic,tablet,30,0,1,3,14,,,,Prospect (no purchase),,26-35,,False
C00236,30,Regular,Western Slovakia,tablet,23,1,1,2,8,476.0,1.0,196.46,One-off Lapsed,0.8311115876046193,26-35,High,True
C00237,18,Loyal,Bratislava,mobile,52,0,1,1,1,,,,Prospect (no purchase),0.80761678241376,18-25,High,False
C00238,36,Loyal,Western Slovakia,mobile,65,1,1,7,11,325.0,1.0,308.95,One-off Lapsed,0.444525297351537,36-45,Low,True
C00239,25,New,Eastern Slovakia,desktop,55,0,1,0,2,,,,Prospect (no purchase),0.8831651695092233,18-25,High,False
C00240,32,Regular,Eastern Slovakia,desktop,38,0,0,3,7,369.0,1.0,209.91,One-off Lapsed,0.8788578395688572,26-35,High,True
C00241,27,At-Risk,Western Slovakia,desktop,34,0,0,0,1,,,,Prospect (no purchase),0.939132701760992,26-35,High,False
C00242,37,Regular,Bratislava,mobile,62,1,1,2,5,544.0,1.0,278.31,One-off Lapsed,0.856806882512356,36-45,High,True
C00243,18,New,Eastern Slovakia,mobile,61,0,0,1,1,,,,Prospect (no purchase),0.9343425336016956,18-25,High,False
C00244,20,At-Risk,Eastern Slovakia,mobile,28,0,1,1,7,,,,Prospect (no purchase),0.9573583140333176,18-25,High,False
C00245,64,At-Risk,Western Slovakia,mobile,69,0,1,0,0,,,,Prospect (no purchase),,56+,,False
C00246,23,Regular,Central Slovakia,mobile,59,1,1,4,22,,,,Prospect (no purchase),0.6533428480619448,18-25,Medium,False
C00247,25,Regular,Western Slovakia,tablet,61,0,0,1,4,,,,Prospect (no purchase),0.8868431103409508,18-25,High,False
C00248,60,New,Western Slovakia,mobile,5,0,0,0,1,,,,Prospect (no purchase),0.9262389160692798,56+,High,False
C00249,73,Loyal,Central Slovakia,desktop,10,0,1,1,3,,,,Prospect (no purchase),0.6989368580677547,56+,Medium,False
C00250,24,Regular,Eastern Slovakia,tablet,22,0,0,2,9,,,,Prospect (no purchase),,18-25,,False
C00251,34,New,Czech Republic,mobile,55,0,0,0,0,,,,Prospect (no purchase),0.9343227149595026,26-35,High,False
C00252,42,Loyal,Western Slovakia,mobile,6,0,0,4,0,6.0,1.0,210.58,Recent Buyers,0.748371753964132,36-45,Medium,True
C00253,59,At-Risk,Western Slovakia,desktop,6,0,1,1,6,628.0,1.0,121.53,One-off Lapsed,,56+,,True
C00254,26,Loyal,Western Slovakia,mobile,3,0,0,1,3,,,,Prospect (no purchase),,26-35,,False
C00255,35,New,Bratislava,mobile,14,0,0,0,4,,,,Prospect (no purchase),0.9249885526701204,26-35,High,False
C00256,47,New,Bratislava,desktop,66,0,0,1,3,,,,Prospect (no purchase),0.8845595335825883,46-55,High,False
C00257,43,At-Risk,Bratislava,desktop,52,0,0,0,6,,,,Prospect (no purchase),0.942760049321229,36-45,High,False
C00258,33,At-Risk,Western Slovakia,desktop,51,0,0,1,1,,,,Prospect (no purchase),0.9476353844601808,26-35,High,False
C00259,36,Regular,Bratislava,tablet,21,0,0,0,1,,,,Prospect (no purchase),0.9177348624207464,36-45,High,False
C00260,22,Regular,Western Slovakia,mobile,45,0,0,0,3,,,,Prospect (no purchase),0.904514015903161,18-25,High,False
C00261,35,Regular,Eastern Slovakia,desktop,56,1,0,2,7,541.0,1.0,157.19,One-off Lapsed,,26-35,,True
C00262,35,Regular,Bratislava,desktop,38,0,1,1,5,32.0,1.0,80.97,One-off Lapsed,0.8180031506842991,26-35,High,True
C00263,41,New,Central Slovakia,desktop,61,0,0,2,6,,,,Prospect (no purchase),,36-45,,False
C00264,31,New,Czech Republic,desktop,41,1,1,1,0,,,,Prospect (no purchase),0.8451308775287043,26-35,High,False
C00265,44,New,Central Slovakia,desktop,24,0,1,0,8,,,,Prospect (no purchase),0.8651747656880423,36-45,High,False
C00266,50,Loyal,Bratislava,desktop,46,1,1,3,1,595.0,1.0,336.36,One-off Lapsed,0.6063791456659628,46-55,Medium,True
C00267,40,New,Western Slovakia,mobile,67,0,0,1,7,,,,Prospect (no purchase),0.8852551155657465,36-45,High,False
C00268,42,New,Central Slovakia,desktop,59,0,0,4,11,455.0,1.0,165.09,One-off Lapsed,0.8748366737425047,36-45,High,True
C00269,39,Regular,Western Slovakia,mobile,36,0,1,0,1,,,,Prospect (no purchase),,36-45,,False
C00270,38,New,Bratislava,desktop,43,0,0,1,4,,,,Prospect (no purchase),0.9253669475187524,36-45,High,False
C00271,29,New,Western Slovakia,desktop,70,0,0,1,7,553.0,1.0,181.43,One-off Lapsed,0.8695042132199944,26-35,High,True
C00272,42,Regular,Central Slovakia,desktop,54,0,1,3,2,,,,Prospect (no purchase),0.8550663766467543,36-45,High,False
C00273,37,Regular,Bratislava,mobile,36,0,1,0,5,,,,Prospect (no purchase),,36-45,,False
C00274,63,Regular,Central Slovakia,mobile,20,0,1,0,5,,,,Prospect (no purchase),,56+,,False
C00275,57,At-Risk,Bratislava,mobile,65,1,0,2,2,,,,Prospect (no purchase),0.929945407773276,56+,High,False
C00276,43,New,Western Slovakia,mobile,70,0,0,0,3,,,,Prospect (no purchase),,36-45,,False
C00277,29,At-Risk,Eastern Slovakia,mobile,6,1,1,5,2,,,,Prospect (no purchase),0.8641239519348041,26-35,High,False
C00278,25,At-Risk,Bratislava,desktop,3,0,1,0,1,,,,Prospect (no purchase),0.94796023770193,18-25,High,False
C00279,52,Loyal,Central Slovakia,mobile,9,0,1,3,5,,,,Prospect (no purchase),,46-55,,False
C00280,41,Regular,Western Slovakia,tablet,28,0,1,1,2,,,,Prospect (no purchase),0.8391803566205129,36-45,High,False
C00281,44,Regular,Western Slovakia,mobile,12,0,0,1,1,,,,Prospect (no purchase),0.8995327413371366,36-45,High,False
C00282,18,Regular,Czech Republic,desktop,63,0,1,1,2,304.0,1.0,137.66,One-off Lapsed,0.8974732138834759,18-25,High,True
C00283,49,Loyal,Western Slovakia,mobile,65,0,0,2,13,,,,Prospect (no purchase),0.7683980276490695,46-55,Medium,False
C00284,43,New,Bratislava,desktop,13,0,0,1,8,,,,Prospect (no purchase),,36-45,,False
C00285,25,At-Risk,Czech Republic,desktop,59,1,0,1,3,,,,Prospect (no purchase),0.9321085591935728,18-25,High,False
C00286,32,Regular,Eastern Slovakia,desktop,11,1,1,1,7,,,,Prospect (no purchase),0.8522422253698895,26-35,High,False
C00287,41,Loyal,Central Slovakia,desktop,56,1,1,5,18,97.0,2.0,549.38,Occasional Repeat,0.4867146464719974,36-45,Low,True
C00288,39,Regular,Bratislava,mobile,26,0,0,0,1,,,,Prospect (no purchase),0.9259375665605568,36-45,High,False
C00289,34,New,Bratislava,mobile,3,0,0,0,0,,,,Prospect (no purchase),0.9407208149754462,26-35,High,False
C00290,37,Regular,Central Slovakia,mobile,31,0,1,0,3,,,,Prospect (no purchase),,36-45,,False
C00291,35,Regular,Bratislava,desktop,59,0,1,1,5,,,,Prospect (no purchase),0.7990929054117825,26-35,Medium,False
C00292,40,Regular,Bratislava,mobile,67,0,0,1,5,,,,Prospect (no purchase),0.8695603820061368,36-45,High,False
C00293,56,Regular,Eastern Slovakia,mobile,9,0,0,0,3,,,,Prospect (no purchase),0.9214739622078606,56+,High,False
C00294,18,New,Bratislava,desktop,60,0,0,0,5,,,,Prospect (no purchase),0.8822950545718613,18-25,High,False
C00295,35,Regular,Bratislava,mobile,21,1,0,1,22,,,,Prospect (no purchase),0.8241067240312584,26-35,High,False
C00296,40,Regular,Bratislava,desktop,33,0,0,0,3,,,,Prospect (no purchase),0.9210782669409192,36-45,High,False
C00297,42,At-Risk,Western Slovakia,desktop,8,0,0,4,3,,,,Prospect (no purchase),0.8958695678991029,36-45,High,False
C00298,34,New,Central Slovakia,desktop,70,0,1,4,12,,,,Prospect (no purchase),0.7392885781978404,26-35,Medium,False
C00299,18,Regular,Eastern Slovakia,desktop,57,1,1,2,10,,,,Prospect (no purchase),0.7614884492667403,18-25,Medium,False
C00300,42,New,Bratislava,desktop,46,0,1,2,2,,,,Prospect (no purchase),0.8489395544991621,36-45,High,False
C00301,59,Regular,Bratislava,desktop,52,0,0,2,11,,,,Prospect (no purchase),0.8249131159074499,56+,High,False
C00302,20,Regular,Central Slovakia,tablet,63,0,1,2,2,,,,Prospect (no purchase),0.873636458222616,18-25,High,False
C00303,48,Regular,Western Slovakia,mobile,11,0,0,0,6,,,,Prospect (no purchase),0.9001215565707206,46-55,High,False
C00304,34,At-Risk,Western Slovakia,desktop,18,1,1,0,28,547.0,1.0,302.52,One-off Lapsed,0.8249164317659969,26-35,High,True
C00305,37,New,Czech Republic,desktop,3,0,1,0,1,,,,Prospect (no purchase),0.8832479903482986,36-45,High,False
C00306,25,Loyal,Central Slovakia,mobile,35,0,0,4,8,17.0,2.0,431.66,Occasional Repeat,0.5751457081412639,18-25,Low,True
C00307,34,New,Western Slovakia,mobile,36,0,0,1,5,,,,Prospect (no purchase),,26-35,,False
C00308,54,New,Czech Republic,mobile,3,0,0,0,3,,,,Prospect (no purchase),,46-55,,False
C00309,45,Regular,Bratislava,mobile,47,1,1,1,2,,,,Prospect (no purchase),0.8485106140344248,36-45,High,False
C00310,59,New,Czech Republic,desktop,1,1,1,1,6,,,,Prospect (no purchase),,56+,,False
C00311,52,Regular,Western Slovakia,mobile,57,1,0,1,10,0.0,2.0,344.47,Recent Buyers,0.8375768177482222,46-55,High,True
C00312,43,Regular,Western Slovakia,mobile,51,0,0,6,1,,,,Prospect (no purchase),0.8357362352197288,36-45,High,False
C00313,59,Loyal,Czech Republic,mobile,58,1,1,0,2,,,,Prospect (no purchase),0.7838397593176236,56+,Medium,False
C00314,43,Regular,Western Slovakia,mobile,9,0,0,1,1,,,,Prospect (no purchase),0.886227359065273,36-45,High,False
C00315,48,Regular,Western Slovakia,mobile,62,1,1,3,12,,,,Prospect (no purchase),0.7443054837065501,46-55,Medium,False
C00316,34,Regular,Bratislava,mobile,39,1,0,2,4,,,,Prospect (no purchase),0.8620276807090458,26-35,High,False
C00317,39,New,Central Slovakia,mobile,62,0,1,0,1,,,,Prospect (no purchase),0.9126864726384192,36-45,High,False
C00318,30,New,Central Slovakia,mobile,50,0,0,2,13,,,,Prospect (no purchase),0.8737455204684509,26-35,High,False
C00319,50,Regular,Bratislava,desktop,47,0,1,3,8,,,,Prospect (no purchase),0.8492356605085082,46-55,High,False
C00320,24,At-Risk,Central Slovakia,mobile,3,0,0,0,1,,,,Prospect (no purchase),,18-25,,False
C00321,47,New,Central Slovakia,desktop,50,0,0,0,9,0.0,1.0,172.98,Recent Buyers,0.9147187819920012,46-55,High,True
C00322,36,Regular,Western Slovakia,mobile,32,0,1,4,9,22.0,1.0,160.65,One-off Lapsed,0.8011223215487425,36-45,High,True
C00323,52,Loyal,Bratislava,mobile,61,1,1,3,7,,,,Prospect (no purchase),0.6262300579145839,46-55,Medium,False
C00324,47,Loyal,Western Slovakia,tablet,49,1,1,2,5,310.0,2.0,411.32,Occasional Repeat,0.6331437720047176,46-55,Medium,True
C00325,60,Regular,Bratislava,mobile,6,0,0,1,7,,,,Prospect (no purchase),0.90527204079142,56+,High,False
C00326,47,Regular,Bratislava,mobile,64,0,0,1,19,,,,Prospect (no purchase),,46-55,,False
C00327,19,Loyal,Western Slovakia,desktop,5,1,1,7,12,237.0,1.0,205.51,One-off Lapsed,0.3993155002450111,18-25,Low,True
C00328,37,Loyal,Bratislava,mobile,22,1,1,1,1,43.0,2.0,559.39,Occasional Repeat,0.7503060105637636,36-45,Medium,True
C00329,24,New,Bratislava,desktop,16,0,0,0,9,,,,Prospect (no purchase),0.8958721202008814,18-25,High,False
C00330,32,At-Risk,Central Slovakia,desktop,70,1,1,6,11,0.0,2.0,294.26,Recent Buyers,0.790566907099013,26-35,Medium,True
C00331,56,New,Western Slovakia,tablet,11,0,0,0,1,,,,Prospect (no purchase),0.9253966054534908,56+,High,False
C00332,46,Loyal,Czech Republic,tablet,60,0,0,2,13,535.0,1.0,367.82,One-off Lapsed,0.7570200710093798,46-55,Medium,True
C00333,30,New,Czech Republic,mobile,16,1,0,0,8,,,,Prospect (no purchase),0.9070039726420932,26-35,High,False
C00334,26,New,Central Slovakia,desktop,47,0,1,0,2,,,,Prospect (no purchase),,26-35,,False
C00335,38,New,Czech Republic,mobile,7,1,1,4,1,,,,Prospect (no purchase),0.8727752742983863,36-45,High,False
C00336,23,Regular,Eastern Slovakia,desktop,28,1,0,3,6,,,,Prospect (no purchase),,18-25,,False
C00337,30,Regular,Western Slovakia,desktop,45,0,1,2,2,433.0,1.0,210.62,One-off Lapsed,0.8597757099372326,26-35,High,True
C00338,42,New,Eastern Slovakia,mobile,51,0,0,1,3,,,,Prospect (no purchase),0.92198371069246,36-45,High,False
C00339,52,Regular,Bratislava,mobile,62,0,0,0,2,,,,Prospect (no purchase),0.8914457374289348,46-55,High,False
C00340,45,Regular,Central Slovakia,mobile,58,0,1,3,5,,,,Prospect (no purchase),,36-45,,False
C00341,18,Loyal,Western Slovakia,mobile,37,0,1,7,7,170.0,4.0,976.66,Champions,0.3200727952006699,18-25,Low,True
C00342,42,At-Risk,Bratislava,mobile,22,0,0,1,8,627.0,1.0,185.62,One-off Lapsed,0.9594823586852956,36-45,High,True
C00343,39,Regular,Bratislava,desktop,19,0,0,3,7,241.0,1.0,230.68,One-off Lapsed,0.829731710533401,36-45,High,True
C00344,43,New,Czech Republic,mobile,71,0,1,1,4,,,,Prospect (no purchase),0.8593100147573475,36-45,High,False
C00345,57,New,Western Slovakia,desktop,44,0,1,0,2,316.0,1.0,261.22,One-off Lapsed,0.874007798242459,56+,High,True
C00346,18,At-Risk,Bratislava,desktop,65,0,1,0,2,232.0,1.0,312.52,One-off Lapsed,0.9485126185081408,18-25,High,True
C00347,31,New,Bratislava,desktop,31,1,0,2,4,445.0,1.0,139.0,One-off Lapsed,0.8969021954214828,26-35,High,True
C00348,45,Regular,Western Slovakia,mobile,35,0,0,4,8,236.0,1.0,168.76,One-off Lapsed,0.7811271248373872,36-45,Medium,True
C00349,19,At-Risk,Eastern Slovakia,desktop,59,0,0,0,4,,,,Prospect (no purchase),,18-25,,False
C00350,56,At-Risk,Eastern Slovakia,desktop,52,0,0,0,1,,,,Prospect (no purchase),0.97284350148749,56+,High,False
C00351,42,Regular,Western Slovakia,desktop,15,0,1,1,8,,,,Prospect (no purchase),,36-45,,False
C00352,48,Regular,Bratislava,desktop,38,0,0,4,5,93.0,1.0,259.61,One-off Lapsed,0.8714382365709176,46-55,High,True
C00353,31,Regular,Bratislava,desktop,16,0,1,2,2,,,,Prospect (no purchase),,26-35,,False
C00354,48,Loyal,Western Slovakia,mobile,55,0,0,1,1,,,,Prospect (no purchase),0.8104814022193155,46-55,High,False
C00355,51,New,Eastern Slovakia,desktop,3,0,0,0,2,,,,Prospect (no purchase),0.9054604340154488,46-55,High,False
C00356,41,New,Eastern Slovakia,mobile,59,0,0,0,1,,,,Prospect (no purchase),0.9294838770582976,36-45,High,False
C00357,41,Regular,Western Slovakia,desktop,66,1,0,0,1,,,,Prospect (no purchase),0.8723760287967315,36-45,High,False
C00358,41,New,Central Slovakia,mobile,2,0,1,2,2,,,,Prospect (no purchase),0.8957433135577985,36-45,High,False
C00359,28,Regular,Western Slovakia,mobile,45,1,0,4,7,,,,Prospect (no purchase),,26-35,,False
C00360,36,Regular,Central Slovakia,mobile,6,0,0,1,3,,,,Prospect (no purchase),,36-45,,False
C00361,36,At-Risk,Western Slovakia,mobile,26,0,0,0,1,,,,Prospect (no purchase),0.9645328435499996,36-45,High,False
C00362,43,Loyal,Central Slovakia,tablet,24,0,1,2,8,93.0,1.0,148.48,One-off Lapsed,0.6464089000513273,36-45,Medium,True
C00363,50,Regular,Western Slovakia,mobile,37,0,0,2,0,,,,Prospect (no purchase),0.8752272461539625,46-55,High,False
C00364,25,Loyal,Czech Republic,desktop,66,0,1,6,5,,,,Prospect (no purchase),,18-25,,False
C00365,36,New,Western Slovakia,mobile,33,1,0,2,2,,,,Prospect (no purchase),,36-45,,False
C00366,56,Regular,Bratislava,tablet,29,0,1,2,2,,,,Prospect (no purchase),0.8537002574831164,56+,High,False
C00367,29,New,Bratislava,mobile,7,1,0,1,2,,,,Prospect (no purchase),0.9091006362988558,26-35,High,False
C00368,28,Loyal,Western Slovakia,mobile,64,1,1,5,11,5.0,2.0,525.39,Recent Buyers,0.5433419373983315,26-35,Low,True
C00369,40,Loyal,Central Slovakia,mobile,23,0,0,3,0,,,,Prospect (no purchase),0.7958898065159141,36-45,Medium,False
C00370,48,At-Risk,Central Slovakia,mobile,33,0,0,0,5,,,,Prospect (no purchase),,46-55,,False
C00371,38,Loyal,Central Slovakia,tablet,7,0,1,3,3,,,,Prospect (no purchase),,36-45,,False
C00372,54,At-Risk,Bratislava,tablet,21,0,0,1,2,,,,Prospect (no purchase),0.966970797508222,46-55,High,False
C00373,48,New,Central Slovakia,mobile,40,0,1,1,3,,,,Prospect (no purchase),,46-55,,False
C00374,48,At-Risk,Central Slovakia,mobile,64,0,0,1,2,,,,Prospect (no purchase),,46-55,,False
C00375,45,Regular,Western Slovakia,mobile,24,0,1,0,4,,,,Prospect (no purchase),,36-45,,False
C00376,66,Regular,Western Slovakia,mobile,40,0,1,2,1,,,,Prospect (no purchase),,56+,,False
C00377,36,Regular,Bratislava,desktop,63,0,1,0,1,,,,Prospect (no purchase),0.904721304451254,36-45,High,False
C00378,18,Regular,Western Slovakia,mobile,26,0,1,0,1,,,,Prospect (no purchase),0.8888499718488089,18-25,High,False
C00379,57,New,Eastern Slovakia,desktop,21,0,1,1,7,344.0,1.0,147.86,One-off Lapsed,0.8383026165341654,56+,High,True
C00380,33,New,Czech Republic,desktop,4,0,0,2,3,,,,Prospect (no purchase),0.9364190274257748,26-35,High,False
C00381,39,New,Central Slovakia,mobile,65,0,1,0,2,,,,Prospect (no purchase),,36-45,,False
C00382,54,Regular,Bratislava,mobile,8,0,1,1,3,,,,Prospect (no purchase),0.8901282729804971,46-55,High,False
C00383,19,At-Risk,Central Slovakia,mobile,16,0,1,0,1,,,,Prospect (no purchase),0.9614614162697978,18-25,High,False
C00384,23,Regular,Eastern Slovakia,mobile,10,0,1,0,1,,,,Prospect (no purchase),,18-25,,False
C00385,19,Regular,Western Slovakia,mobile,51,0,1,2,2,,,,Prospect (no purchase),0.8473863717964213,18-25,High,False
C00386,28,Regular,Eastern Slovakia,desktop,26,0,0,0,8,,,,Prospect (no purchase),0.8803482449914646,26-35,High,False
C00387,43,Regular,Bratislava,mobile,51,1,0,1,5,,,,Prospect (no purchase),0.8406599496617756,36-45,High,False
C00388,44,New,Bratislava,desktop,44,0,1,4,6,385.0,3.0,815.5,Champions,0.7222950891566715,36-45,Medium,True
C00389,41,Loyal,Bratislava,desktop,2,0,0,1,2,,,,Prospect (no purchase),0.7549854271748451,36-45,Medium,False
C00390,21,New,Bratislava,tablet,22,1,1,1,7,,,,Prospect (no purchase),0.7974698344305458,18-25,Medium,False
C00391,18,Loyal,Eastern Slovakia,desktop,1,1,0,1,15,472.0,1.0,105.81,One-off Lapsed,,18-25,,True
C00392,39,Loyal,Western Slovakia,mobile,5,0,0,4,9,162.0,1.0,302.52,One-off Lapsed,0.6671508694903332,36-45,Medium,True
C00393,32,Regular,Bratislava,mobile,34,1,1,3,13,,,,Prospect (no purchase),0.728602768856543,26-35,Medium,False
C00394,44,Loyal,Western Slovakia,mobile,19,0,1,3,14,253.0,1.0,392.87,One-off Lapsed,0.4404128472437983,36-45,Low,True
C00395,46,New,Western Slovakia,tablet,7,1,0,0,1,,,,Prospect (no purchase),,46-55,,False
C00396,40,At-Risk,Western Slovakia,tablet,30,1,1,0,1,,,,Prospect (no purchase),0.9390538296503818,36-45,High,False
C00397,47,Loyal,Bratislava,mobile,33,1,1,7,13,144.0,3.0,876.14,Champions,0.4710297676556927,46-55,Low,True
C00398,41,Loyal,Central Slovakia,mobile,71,0,0,2,2,669.0,1.0,367.54,One-off Lapsed,0.7868944968320759,36-45,Medium,True
C00399,44,Regular,Bratislava,mobile,47,0,0,3,5,,,,Prospect (no purchase),0.8683905301263635,36-45,High,False
C00400,30,Loyal,Eastern Slovakia,mobile,28,0,1,3,8,,,,Prospect (no purchase),0.7576590325342374,26-35,Medium,False
C00401,36,At-Risk,Bratislava,tablet,34,0,0,3,1,,,,Prospect (no purchase),0.9269559860395028,36-45,High,False
C00402,40,Regular,Eastern Slovakia,mobile,7,1,1,2,11,,,,Prospect (no purchase),0.7770487049231538,36-45,Medium,False
C00403,48,Loyal,Eastern Slovakia,mobile,28,1,1,3,11,98.0,2.0,281.8,Occasional Repeat,0.6842034249916831,46-55,Medium,True
C00404,33,Loyal,Bratislava,mobile,42,1,0,1,4,,,,Prospect (no purchase),0.7768483322773078,26-35,Medium,False
C00405,44,Regular,Bratislava,mobile,2,0,0,0,1,,,,Prospect (no purchase),0.9259458145155608,36-45,High,False
C00406,35,At-Risk,Czech Republic,mobile,66,0,0,0,1,,,,Prospect (no purchase),0.97226689291067,26-35,High,False
C00407,37,Regular,Western Slovakia,desktop,37,0,0,1,10,,,,Prospect (no purchase),,36-45,,False
C00408,48,Regular,Central Slovakia,mobile,56,0,0,6,3,,,,Prospect (no purchase),,46-55,,False
C00409,18,New,Bratislava,desktop,20,0,0,1,0,,,,Prospect (no purchase),,18-25,,False
C00410,22,New,Bratislava,mobile,60,0,1,4,6,485.0,1.0,182.44,One-off Lapsed,0.8505103593729587,18-25,High,True
C00411,20,Loyal,Western Slovakia,mobile,27,0,1,3,1,0.0,3.0,1071.05,Recent Buyers,0.656438453976442,18-25,Medium,True
C00412,18,Regular,Eastern Slovakia,mobile,66,0,0,0,3,,,,Prospect (no purchase),0.9250849396810158,18-25,High,False
C00413,30,Regular,Bratislava,mobile,38,0,1,0,2,,,,Prospect (no purchase),,26-35,,False
C00414,47,New,Eastern Slovakia,mobile,46,0,0,0,4,313.0,1.0,121.73,One-off Lapsed,0.9019211618678492,46-55,High,True
C00415,35,Regular,Central Slovakia,mobile,15,0,1,0,1,,,,Prospect (no purchase),0.9000305608068432,26-35,High,False
C00416,40,Loyal,Bratislava,desktop,71,0,1,0,10,543.0,1.0,520.95,One-off Lapsed,0.7722859136463075,36-45,Medium,True
C00417,51,At-Risk,Bratislava,desktop,14,0,0,3,6,,,,Prospect (no purchase),0.9175428357176668,46-55,High,False
