customer_id,customer_age,customer_segment,region,preferred_device,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d
C01771,33,New,Western Slovakia,mobile,46,1,0,3,1
C01772,39,New,Bratislava,desktop,42,0,0,6,9
C01773,22,Regular,Central Slovakia,desktop,46,0,0,1,1
C01774,58,At-Risk,Bratislava,tablet,2,1,1,1,3
C01775,51,Loyal,Western Slovakia,mobile,32,1,1,2,5
C01776,42,At-Risk,Bratislava,mobile,13,0,1,1,3
C01777,22,Regular,Western Slovakia,desktop,24,0,1,5,6
C01778,41,Regular,Western Slovakia,mobile,45,0,0,0,3
C01779,25,Regular,Western Slovakia,tablet,20,1,1,6,14
C01780,56,At-Risk,Western Slovakia,desktop,47,0,1,5,4
C01781,48,Regular,Czech Republic,mobile,21,0,1,0,4
C01782,39,Regular,Western Slovakia,mobile,37,0,1,0,2
C01783,18,Regular,Eastern Slovakia,desktop,33,0,0,0,10
C01784,26,Regular,Bratislava,desktop,28,1,0,2,10
C01785,46,New,Western Slovakia,desktop,9,0,0,0,5
C01786,53,Regular,Bratislava,desktop,41,1,1,2,5
C01787,51,Regular,Western Slovakia,mobile,71,1,0,1,7
C01788,19,Loyal,Central Slovakia,desktop,46,0,1,1,2
C01789,42,Regular,Eastern Slovakia,tablet,53,0,0,2,1
C01790,50,Loyal,Central Slovakia,mobile,58,0,0,1,5
C01791,18,Regular,Central Slovakia,desktop,3,0,0,0,2
C01792,38,Loyal,Bratislava,mobile,57,1,0,4,13
C01793,41,New,Bratislava,mobile,18,0,0,3,4
C01794,34,At-Risk,Eastern Slovakia,mobile,48,0,0,0,2
C01795,18,Regular,Bratislava,desktop,70,0,0,2,7
C01796,34,New,Bratislava,mobile,64,0,0,0,6
C01797,34,New,Czech Republic,mobile,30,0,1,3,8
C01798,36,New,Czech Republic,desktop,60,1,1,1,5
C01799,31,Regular,Central Slovakia,mobile,44,1,0,0,4
C01800,33,Loyal,Western Slovakia,desktop,10,1,1,1,11
C01801,38,At-Risk,Eastern Slovakia,tablet,18,0,1,1,6
C01802,43,Regular,Bratislava,mobile,68,1,1,3,9
C01803,34,Regular,Western Slovakia,mobile,65,0,1,2,5
C01804,33,Regular,Western Slovakia,tablet,64,1,1,4,16
C01805,39,Loyal,Czech Republic,mobile,28,0,1,3,1
C01806,18,Loyal,Czech Republic,mobile,23,0,1,6,9
C01807,44,New,Central Slovakia,tablet,58,1,1,2,3
C01808,38,At-Risk,Bratislava,desktop,2,1,1,1,4
C01809,38,Regular,Western Slovakia,desktop,64,0,1,2,1
C01810,50,Loyal,Bratislava,mobile,43,1,1,1,4
C01811,18,At-Risk,Eastern Slovakia,desktop,45,0,1,1,2
C01812,18,Loyal,Bratislava,desktop,32,0,1,4,9
C01813,41,New,Bratislava,desktop,70,0,1,0,1
C01814,38,Regular,Central Slovakia,desktop,54,0,0,1,2
C01815,40,New,Western Slovakia,desktop,4,0,0,1,5
C01816,32,Loyal,Eastern Slovakia,mobile,38,1,1,9,21
C01817,46,New,Bratislava,mobile,62,0,1,1,2
C01818,49,Loyal,Eastern Slovakia,mobile,6,1,1,5,22
C01819,44,At-Risk,Bratislava,mobile,53,0,1,0,5
C01820,35,New,Bratislava,mobile,18,0,0,0,4
C01821,18,Regular,Western Slovakia,mobile,36,0,0,2,5
C01822,47,Regular,Bratislava,desktop,63,0,0,3,4
C01823,53,Regular,Central Slovakia,mobile,35,0,0,0,4
C01824,46,New,Bratislava,mobile,3,0,0,1,3
C01825,27,New,Bratislava,mobile,2,0,0,0,2
C01826,46,Regular,Eastern Slovakia,mobile,53,1,1,2,5
C01827,48,Regular,Bratislava,desktop,67,0,1,0,4
C01828,57,Regular,Central Slovakia,mobile,21,0,1,0,2
C01829,27,New,Eastern Slovakia,mobile,67,1,1,3,7
C01830,35,Regular,Bratislava,desktop,33,0,1,2,1
C01831,47,Regular,Eastern Slovakia,mobile,5,0,1,2,4
C01832,39,New,Bratislava,mobile,38,0,0,2,2
C01833,25,Loyal,Western Slovakia,desktop,70,0,1,1,3
C01834,43,Regular,Bratislava,mobile,18,1,0,0,1
C01835,45,Regular,Eastern Slovakia,desktop,69,1,1,5,4
C01836,39,At-Risk,Central Slovakia,desktop,47,0,1,0,1
C01837,41,Regular,Western Slovakia,tablet,29,1,0,4,4
C01838,35,Regular,Czech Republic,mobile,50,0,1,3,1
C01839,56,New,Western Slovakia,desktop,29,0,0,1,6
C01840,27,New,Eastern Slovakia,desktop,7,1,0,1,16
C01841,31,New,Central Slovakia,mobile,62,0,1,2,2
C01842,38,Loyal,Czech Republic,tablet,27,0,1,5,27
C01843,49,Loyal,Czech Republic,mobile,41,0,1,6,1
C01844,20,New,Czech Republic,desktop,53,0,1,0,2
C01845,22,New,Bratislava,desktop,6,0,0,0,1
C01846,18,Regular,Eastern Slovakia,mobile,52,0,0,1,15
C01847,38,Regular,Eastern Slovakia,mobile,26,0,1,1,3
C01848,25,Regular,Central Slovakia,desktop,39,1,0,3,4
C01849,33,Loyal,Bratislava,mobile,33,1,0,3,0
C01850,46,At-Risk,Czech Republic,mobile,56,0,1,1,3
C01851,30,New,Bratislava,mobile,14,0,1,1,10
C01852,41,Regular,Western Slovakia,desktop,8,0,0,0,6
C01853,34,Regular,Central Slovakia,mobile,30,0,0,4,4
C01854,46,Regular,Bratislava,desktop,9,0,1,0,2
C01855,44,At-Risk,Eastern Slovakia,desktop,18,0,1,2,8
C01856,30,New,Bratislava,mobile,47,0,1,0,3
C01857,36,Loyal,Central Slovakia,mobile,59,0,1,2,1
C01858,51,Loyal,Eastern Slovakia,mobile,50,0,0,4,8
C01859,43,At-Risk,Western Slovakia,tablet,23,0,1,0,4
C01860,21,Regular,Central Slovakia,desktop,58,0,0,2,1
C01861,46,Regular,Bratislava,mobile,29,1,1,4,6
C01862,25,Loyal,Eastern Slovakia,mobile,13,0,0,2,7
C01863,55,Loyal,Czech Republic,mobile,54,0,1,5,4
C01864,50,Regular,Bratislava,tablet,37,0,0,0,5
C01865,41,Loyal,Central Slovakia,mobile,27,1,1,4,4
C01866,40,New,Western Slovakia,mobile,47,0,1,2,2
C01867,35,Regular,Central Slovakia,tablet,52,0,0,0,2
C01868,46,Loyal,Central Slovakia,mobile,16,1,0,5,2
C01869,34,Regular,Western Slovakia,mobile,9,0,1,0,2
C01870,41,Regular,Central Slovakia,mobile,37,0,0,2,5
C01871,48,At-Risk,Bratislava,desktop,4,0,0,0,1
C01872,31,Loyal,Western Slovakia,mobile,46,1,1,2,13
C01873,31,At-Risk,Eastern Slovakia,tablet,32,0,1,0,0
C01874,24,Regular,Bratislava,mobile,16,1,0,0,1
C01875,25,At-Risk,Central Slovakia,mobile,43,0,1,0,7
C01876,18,New,Bratislava,desktop,27,0,0,1,2
C01877,47,Regular,Eastern Slovakia,desktop,28,0,0,1,3
C01878,60,Regular,Central Slovakia,desktop,16,0,1,1,3
C01879,55,Loyal,Western Slovakia,desktop,49,0,1,1,1
C01880,18,At-Risk,Bratislava,mobile,65,0,1,3,2
C01881,47,Loyal,Western Slovakia,desktop,44,1,1,0,5
C01882,55,Regular,Czech Republic,mobile,17,0,1,1,2
C01883,33,Regular,Western Slovakia,mobile,60,0,0,3,3
C01884,39,Regular,Western Slovakia,tablet,9,0,0,0,1
C01885,18,Regular,Eastern Slovakia,desktop,21,0,0,1,11
C01886,41,New,Western Slovakia,mobile,3,0,1,1,5
C01887,25,Regular,Western Slovakia,mobile,61,0,1,2,6
C01888,40,Loyal,Western Slovakia,tablet,4,1,0,5,5
C01889,19,Loyal,Bratislava,mobile,39,1,1,1,7
C01890,45,Loyal,Central Slovakia,mobile,14,1,1,5,11
C01891,50,Regular,Eastern Slovakia,mobile,16,0,0,0,3
C01892,29,Regular,Czech Republic,mobile,44,0,0,1,2
C01893,24,New,Eastern Slovakia,mobile,58,0,0,2,3
C01894,18,Regular,Western Slovakia,tablet,2,0,0,0,1
C01895,35,Regular,Bratislava,mobile,12,0,0,0,4
C01896,31,New,Central Slovakia,mobile,21,1,0,1,5
C01897,19,New,Czech Republic,desktop,67,1,1,9,8
C01898,43,Loyal,Eastern Slovakia,mobile,5,1,1,5,10
C01899,33,Regular,Western Slovakia,desktop,13,1,0,0,1
C01900,25,Regular,Central Slovakia,desktop,29,1,1,4,1
C01901,31,New,Eastern Slovakia,desktop,24,0,0,1,2
C01902,51,Regular,Czech Republic,desktop,4,1,0,2,10
C01903,45,Regular,Eastern Slovakia,desktop,39,1,0,1,2
C01904,36,Regular,Western Slovakia,desktop,44,1,1,0,1
C01905,45,Regular,Bratislava,desktop,13,0,0,2,5
C01906,24,New,Western Slovakia,mobile,49,0,0,1,3
C01907,38,At-Risk,Western Slovakia,desktop,5,1,1,0,2
C01908,40,New,Czech Republic,desktop,52,1,1,1,3
C01909,32,Regular,Western Slovakia,mobile,19,0,0,2,2
C01910,43,New,Western Slovakia,desktop,16,0,0,1,3
C01911,29,Regular,Western Slovakia,mobile,14,1,0,1,18
C01912,44,New,Central Slovakia,mobile,62,1,1,6,5
C01913,45,Loyal,Central Slovakia,desktop,36,1,1,2,7
C01914,18,Regular,Bratislava,mobile,50,0,1,0,2
C01915,52,Regular,Eastern Slovakia,mobile,15,1,0,4,9
C01916,18,New,Western Slovakia,mobile,5,0,0,2,2
C01917,31,New,Western Slovakia,desktop,3,0,0,0,1
C01918,50,Regular,Bratislava,mobile,32,0,0,0,3
C01919,34,Regular,Central Slovakia,desktop,24,0,1,0,1
C01920,20,Regular,Central Slovakia,desktop,55,0,1,2,4
C01921,25,At-Risk,Eastern Slovakia,desktop,56,0,1,0,3
C01922,50,Loyal,Bratislava,tablet,23,0,1,3,11
C01923,18,At-Risk,Czech Republic,desktop,31,1,1,0,9
C01924,52,New,Central Slovakia,mobile,28,0,1,1,10
C01925,37,Loyal,Bratislava,tablet,48,1,1,5,9
C01926,24,Regular,Bratislava,mobile,45,0,0,1,2
C01927,31,Regular,Bratislava,mobile,47,1,0,1,11
C01928,26,At-Risk,Eastern Slovakia,mobile,4,0,0,1,6
C01929,48,Regular,Bratislava,desktop,24,0,1,1,2
C01930,47,At-Risk,Western Slovakia,mobile,69,0,0,1,7
C01931,18,Loyal,Central Slovakia,desktop,25,1,1,7,17
C01932,33,New,Eastern Slovakia,mobile,13,1,1,2,5
C01933,28,Loyal,Central Slovakia,mobile,15,0,1,3,4
C01934,54,Regular,Eastern Slovakia,mobile,2,1,1,1,2
C01935,22,At-Risk,Bratislava,desktop,56,0,0,0,12
C01936,57,Loyal,Eastern Slovakia,mobile,1,0,0,5,2
C01937,38,New,Bratislava,mobile,43,0,1,1,11
C01938,24,New,Bratislava,mobile,29,0,0,0,8
C01939,30,New,Czech Republic,mobile,7,1,1,1,2
C01940,28,Regular,Bratislava,desktop,63,0,1,2,1
C01941,23,New,Bratislava,mobile,53,0,0,1,2
C01942,39,Loyal,Central Slovakia,mobile,59,1,0,1,4
C01943,23,Regular,Western Slovakia,desktop,67,0,0,1,4
C01944,18,Loyal,Bratislava,mobile,65,1,1,1,5
C01945,33,New,Central Slovakia,mobile,50,1,1,4,4
C01946,18,Regular,Eastern Slovakia,desktop,38,0,1,1,14
C01947,29,New,Eastern Slovakia,desktop,50,0,1,4,6
C01948,27,At-Risk,Bratislava,desktop,32,0,1,0,4
C01949,28,New,Central Slovakia,mobile,13,0,1,1,1
C01950,62,New,Eastern Slovakia,mobile,28,1,1,1,5
C01951,39,New,Bratislava,mobile,34,0,1,1,3
C01952,41,Loyal,Bratislava,mobile,4,0,0,1,8
C01953,18,New,Bratislava,mobile,61,0,1,0,1
C01954,30,Regular,Central Slovakia,tablet,65,1,1,0,13
C01955,41,Loyal,Bratislava,desktop,30,1,0,1,4
C01956,26,Loyal,Eastern Slovakia,mobile,36,0,0,6,4
C01957,49,New,Czech Republic,mobile,60,1,1,6,11
C01958,24,New,Bratislava,desktop,33,1,1,0,5
C01959,35,Regular,Central Slovakia,mobile,49,0,1,2,2
C01960,31,New,Bratislava,mobile,37,0,0,0,1
C01961,40,Loyal,Bratislava,mobile,20,1,1,4,3
C01962,30,Regular,Eastern Slovakia,desktop,57,0,1,3,1
C01963,35,Regular,Western Slovakia,desktop,14,0,0,1,5
C01964,35,New,Czech Republic,mobile,16,0,0,1,3
C01965,29,Regular,Central Slovakia,mobile,50,0,1,3,5
C01966,44,New,Bratislava,desktop,51,0,1,1,4
C01967,41,Regular,Western Slovakia,mobile,68,0,1,2,3
C01968,37,New,Bratislava,desktop,51,0,1,0,5
C01969,33,At-Risk,Eastern Slovakia,mobile,2,0,1,0,1
C01970,48,Loyal,Central Slovakia,desktop,61,0,0,4,1
C01971,35,New,Western Slovakia,tablet,30,0,0,4,7
C01972,34,New,Central Slovakia,desktop,1,0,0,0,1
C01973,39,Regular,Central Slovakia,mobile,42,0,0,0,1
C01974,58,New,Eastern Slovakia,desktop,13,0,0,1,2
C01975,22,New,Bratislava,mobile,30,0,1,2,1
C01976,47,Loyal,Bratislava,mobile,34,1,0,4,5
C01977,18,Regular,Bratislava,mobile,6,0,1,0,3
C01978,41,New,Western Slovakia,desktop,61,0,1,3,6
C01979,57,Regular,Western Slovakia,mobile,37,1,1,2,5
C01980,44,New,Bratislava,desktop,69,0,0,4,2
C01981,40,At-Risk,Western Slovakia,mobile,34,0,0,0,5
C01982,31,New,Western Slovakia,mobile,43,0,1,1,3
C01983,38,Loyal,Bratislava,mobile,58,0,1,1,3
C01984,35,Loyal,Czech Republic,desktop,16,0,0,3,1
C01985,29,New,Central Slovakia,mobile,65,0,1,4,13
C01986,35,New,Western Slovakia,mobile,14,0,1,1,6
C01987,40,Regular,Western Slovakia,mobile,71,0,0,0,3
C01988,29,Loyal,Western Slovakia,mobile,46,1,1,1,9
C01989,28,Regular,Eastern Slovakia,mobile,37,1,1,1,6
C01990,22,Regular,Central Slovakia,mobile,15,0,1,0,3
C01991,43,Loyal,Western Slovakia,mobile,41,0,0,0,8
C01992,45,Loyal,Czech Republic,tablet,40,0,1,0,9
C01993,41,Regular,Eastern Slovakia,mobile,70,1,0,2,1
C01994,50,Regular,Eastern Slovakia,mobile,60,1,0,2,12
C01995,39,Loyal,Bratislava,mobile,35,0,0,1,3
C01996,43,New,Bratislava,mobile,28,1,1,0,1
C01997,42,Loyal,Central Slovakia,desktop,28,0,1,3,1
C01998,37,New,Western Slovakia,mobile,27,0,1,0,4
C01999,32,New,Central Slovakia,mobile,1,0,1,5,3
C02000,65,Loyal,Eastern Slovakia,desktop,3,0,1,1,3
C02001,33,Regular,Bratislava,mobile,54,0,1,2,7
C02002,30,New,Bratislava,tablet,19,0,0,0,9
C02003,43,New,Western Slovakia,tablet,30,1,0,1,5
C02004,41,Regular,Bratislava,mobile,50,0,1,1,3
C02005,21,Loyal,Central Slovakia,mobile,44,0,1,4,9
C02006,51,New,Eastern Slovakia,mobile,26,0,1,1,1
C02007,37,New,Western Slovakia,mobile,54,1,0,1,4
C02008,25,Regular,Eastern Slovakia,mobile,12,0,1,1,3
C02009,52,At-Risk,Western Slovakia,mobile,34,1,0,0,4
C02010,46,New,Central Slovakia,mobile,8,0,1,1,6
C02011,23,At-Risk,Bratislava,mobile,38,1,1,5,16
C02012,59,At-Risk,Eastern Slovakia,mobile,7,0,0,2,5
C02013,46,New,Central Slovakia,tablet,67,0,0,2,6
C02014,38,Loyal,Bratislava,tablet,47,0,1,4,22
C02015,57,Loyal,Central Slovakia,mobile,18,0,0,2,8
C02016,40,Regular,Eastern Slovakia,desktop,44,1,1,5,5
C02017,38,Regular,Bratislava,mobile,25,0,1,0,5
C02018,30,Loyal,Eastern Slovakia,desktop,37,0,0,0,1
C02019,45,Loyal,Czech Republic,desktop,12,0,1,6,17
C02020,44,Loyal,Eastern Slovakia,desktop,36,0,1,2,10
C02021,38,At-Risk,Western Slovakia,mobile,8,0,1,9,3
C02022,29,Regular,Central Slovakia,mobile,11,0,1,2,8
C02023,40,Loyal,Czech Republic,tablet,42,1,0,6,15
C02024,37,Loyal,Central Slovakia,mobile,36,1,0,5,9
C02025,22,New,Bratislava,mobile,21,0,1,2,3
C02026,20,New,Bratislava,desktop,5,0,1,0,5
C02027,45,Regular,Eastern Slovakia,desktop,31,0,0,0,1
C02028,18,Loyal,Western Slovakia,desktop,66,1,1,5,7
C02029,40,New,Bratislava,desktop,51,1,0,2,10
C02030,32,Loyal,Western Slovakia,desktop,5,1,1,4,12
C02031,54,New,Eastern Slovakia,mobile,67,0,1,2,9
C02032,32,Regular,Western Slovakia,desktop,31,1,1,4,2
C02033,46,Regular,Eastern Slovakia,desktop,41,0,0,0,4
C02034,33,New,Eastern Slovakia,desktop,1,1,1,5,8
C02035,39,At-Risk,Czech Republic,mobile,23,0,1,2,1
C02036,47,New,Eastern Slovakia,mobile,56,0,1,1,2
C02037,32,At-Risk,Bratislava,desktop,24,0,1,0,0
C02038,50,New,Central Slovakia,mobile,12,0,0,1,1
C02039,26,At-Risk,Bratislava,mobile,7,0,1,2,1
C02040,42,Regular,Czech Republic,desktop,66,0,0,3,2
C02041,49,New,Bratislava,mobile,58,0,0,1,2
C02042,46,New,Central Slovakia,mobile,4,0,1,0,2
C02043,61,New,Eastern Slovakia,mobile,66,0,0,1,2
C02044,29,Regular,Bratislava,mobile,59,0,0,2,8
C02045,21,Loyal,Eastern Slovakia,desktop,26,1,1,2,16
C02046,26,Regular,Bratislava,mobile,47,0,0,1,2
C02047,46,Regular,Western Slovakia,mobile,19,0,0,1,18
C02048,44,Regular,Western Slovakia,mobile,18,0,0,2,2
C02049,39,Regular,Western Slovakia,mobile,51,0,0,0,1
C02050,25,Loyal,Central Slovakia,mobile,15,0,1,2,11
C02051,47,Regular,Czech Republic,mobile,26,0,0,0,3
C02052,23,Loyal,Western Slovakia,mobile,26,0,1,2,3
C02053,52,At-Risk,Central Slovakia,mobile,11,0,1,0,1
C02054,72,Regular,Eastern Slovakia,mobile,59,0,1,0,5
C02055,42,New,Eastern Slovakia,mobile,48,1,0,4,6
C02056,45,New,Bratislava,mobile,62,0,1,1,19
C02057,32,Regular,Czech Republic,mobile,38,0,0,0,3
C02058,18,Regular,Bratislava,mobile,13,1,0,3,7
C02059,31,At-Risk,Central Slovakia,mobile,20,0,1,3,3
C02060,25,Regular,Central Slovakia,mobile,26,0,1,2,2
C02061,21,Regular,Eastern Slovakia,desktop,67,0,0,2,2
C02062,59,Loyal,Bratislava,mobile,17,1,1,5,5
C02063,41,New,Bratislava,desktop,50,0,0,2,6
C02064,43,Loyal,Eastern Slovakia,desktop,9,1,1,5,2
C02065,34,New,Bratislava,mobile,68,0,1,4,3
C02066,36,Regular,Western Slovakia,mobile,46,0,1,3,17
C02067,50,At-Risk,Eastern Slovakia,mobile,31,0,1,0,1
C02068,38,Loyal,Central Slovakia,mobile,25,0,0,3,18
C02069,44,Loyal,Bratislava,mobile,26,0,1,3,6
C02070,36,Regular,Western Slovakia,mobile,17,0,1,7,14
C02071,34,Loyal,Czech Republic,desktop,43,0,0,1,5
C02072,21,Regular,Western Slovakia,mobile,62,1,0,3,1
C02073,18,Regular,Bratislava,desktop,18,0,1,0,15
C02074,35,New,Bratislava,desktop,54,0,0,0,1
C02075,39,New,Western Slovakia,mobile,41,0,1,0,1
C02076,23,Regular,Czech Republic,tablet,55,0,0,1,12
C02077,38,New,Western Slovakia,tablet,55,0,0,2,6
C02078,39,Loyal,Bratislava,mobile,3,1,0,1,2
C02079,18,Loyal,Western Slovakia,mobile,2,0,0,1,5
C02080,27,At-Risk,Bratislava,mobile,65,0,0,1,4
C02081,43,New,Bratislava,mobile,12,1,1,2,7
C02082,43,At-Risk,Czech Republic,mobile,41,0,0,0,3
C02083,24,New,Central Slovakia,mobile,54,1,1,2,4
C02084,40,Regular,Bratislava,mobile,36,0,1,4,0
C02085,50,Loyal,Western Slovakia,desktop,1,0,0,3,8
C02086,47,New,Bratislava,mobile,1,0,0,2,3
C02087,37,New,Bratislava,mobile,48,1,0,5,15
C02088,32,New,Central Slovakia,mobile,64,1,1,0,3
C02089,30,Regular,Western Slovakia,desktop,25,1,0,3,8
C02090,44,Loyal,Eastern Slovakia,desktop,39,0,1,2,3
C02091,40,New,Eastern Slovakia,mobile,67,0,0,2,1
C02092,46,New,Bratislava,desktop,59,0,1,1,2
C02093,40,Regular,Czech Republic,mobile,39,0,0,3,1
C02094,48,New,Western Slovakia,desktop,47,1,1,2,4
C02095,39,Loyal,Bratislava,mobile,69,1,1,4,19
C02096,47,At-Risk,Eastern Slovakia,mobile,57,0,1,0,3
C02097,48,Loyal,Bratislava,desktop,30,1,0,4,3
C02098,28,Loyal,Central Slovakia,desktop,50,0,0,1,7
C02099,18,Regular,Eastern Slovakia,desktop,24,1,1,0,2
C02100,57,Loyal,Bratislava,mobile,66,0,0,1,5
C02101,41,New,Eastern Slovakia,desktop,7,0,0,3,3
C02102,18,New,Bratislava,mobile,17,0,1,4,5
C02103,29,Regular,Eastern Slovakia,desktop,25,0,1,4,4
C02104,47,New,Bratislava,desktop,15,0,1,0,2
C02105,35,At-Risk,Bratislava,mobile,43,0,1,4,3
C02106,32,Loyal,Western Slovakia,mobile,51,1,1,6,12
C02107,55,At-Risk,Eastern Slovakia,mobile,64,0,0,1,0
C02108,25,Regular,Bratislava,mobile,36,1,1,2,10
C02109,28,Regular,Eastern Slovakia,mobile,45,0,0,2,2
C02110,41,Loyal,Bratislava,mobile,43,0,1,1,9
C02111,43,New,Western Slovakia,desktop,1,1,0,1,2
C02112,44,Regular,Western Slovakia,mobile,51,0,0,3,10
C02113,49,Regular,Bratislava,mobile,2,0,0,0,0
C02114,40,At-Risk,Czech Republic,desktop,39,0,0,0,2
C02115,44,Loyal,Western Slovakia,mobile,71,1,1,2,3
C02116,35,New,Central Slovakia,mobile,56,0,0,1,4
C02117,39,Regular,Central Slovakia,desktop,36,1,0,1,3
C02118,39,Regular,Western Slovakia,tablet,23,0,0,3,6
C02119,41,New,Central Slovakia,mobile,60,0,1,0,4
C02120,47,Regular,Eastern Slovakia,mobile,61,0,1,1,3
C02121,45,New,Central Slovakia,mobile,27,0,1,2,7
C02122,39,New,Central Slovakia,tablet,8,0,0,0,2
C02123,28,Regular,Central Slovakia,desktop,42,0,0,2,5
C02124,39,New,Central Slovakia,desktop,46,0,1,0,3
C02125,38,Regular,Western Slovakia,desktop,67,0,1,2,2
C02126,40,New,Central Slovakia,mobile,64,0,1,6,8
C02127,64,Loyal,Western Slovakia,mobile,17,1,1,6,5
C02128,32,New,Eastern Slovakia,desktop,18,0,1,2,2
C02129,43,At-Risk,Czech Republic,desktop,71,0,1,3,2
C02130,51,New,Czech Republic,mobile,24,0,1,1,2
C02131,39,Regular,Eastern Slovakia,desktop,33,0,0,0,8
C02132,66,Regular,Central Slovakia,mobile,22,0,0,0,2
C02133,33,New,Eastern Slovakia,tablet,28,0,1,1,2
C02134,42,Regular,Bratislava,mobile,41,0,1,1,9
C02135,28,Loyal,Western Slovakia,desktop,21,1,0,2,3
C02136,34,At-Risk,Bratislava,mobile,30,0,1,0,3
C02137,41,Regular,Bratislava,desktop,26,0,1,0,10
C02138,48,New,Czech Republic,desktop,8,0,0,0,2
C02139,42,Loyal,Eastern Slovakia,mobile,56,0,0,3,7
C02140,53,Regular,Western Slovakia,desktop,64,1,1,0,3
C02141,37,New,Bratislava,desktop,35,0,0,5,11
C02142,34,Loyal,Central Slovakia,desktop,15,1,1,3,5
C02143,70,Regular,Western Slovakia,mobile,46,1,1,1,2
C02144,43,Regular,Eastern Slovakia,desktop,38,0,1,1,3
C02145,29,Regular,Czech Republic,mobile,40,1,0,3,7
C02146,30,Regular,Western Slovakia,desktop,43,0,0,0,3
C02147,27,New,Bratislava,mobile,51,0,1,2,2
C02148,49,Loyal,Bratislava,desktop,3,0,0,2,6
C02149,34,New,Bratislava,mobile,8,0,0,0,2
C02150,40,Loyal,Western Slovakia,mobile,7,1,1,2,3
C02151,37,Loyal,Bratislava,mobile,11,1,1,4,10
C02152,47,Loyal,Bratislava,mobile,69,1,1,9,12
C02153,28,New,Bratislava,mobile,52,0,0,0,2
C02154,25,New,Bratislava,mobile,48,0,0,0,1
C02155,41,Regular,Eastern Slovakia,desktop,50,0,1,5,3
C02156,45,Regular,Bratislava,mobile,3,0,1,0,2
C02157,42,At-Risk,Eastern Slovakia,mobile,16,0,0,0,0
C02158,28,Regular,Bratislava,desktop,57,1,1,0,3
C02159,46,Loyal,Bratislava,desktop,33,0,1,7,3
C02160,29,New,Bratislava,desktop,37,1,1,6,18
C02161,32,Regular,Central Slovakia,desktop,54,1,1,3,10
C02162,27,New,Bratislava,tablet,6,0,1,0,2
C02163,54,Loyal,Western Slovakia,desktop,57,1,1,5,6
C02164,46,New,Bratislava,tablet,49,0,1,2,2
C02165,45,New,Czech Republic,tablet,29,0,1,2,11
C02166,53,Loyal,Bratislava,mobile,36,0,0,1,4
C02167,72,Regular,Western Slovakia,desktop,6,0,1,0,3
C02168,18,New,Eastern Slovakia,desktop,15,0,1,6,6
C02169,29,New,Bratislava,desktop,18,1,0,0,9
C02170,31,Regular,Bratislava,desktop,63,0,1,4,1
C02171,28,Regular,Eastern Slovakia,mobile,9,0,0,0,2
C02172,25,New,Bratislava,mobile,21,1,0,4,2
C02173,34,Regular,Bratislava,desktop,10,0,1,2,6
C02174,23,New,Western Slovakia,desktop,21,0,1,3,1
C02175,42,Regular,Bratislava,desktop,1,1,1,4,4
C02176,39,Regular,Czech Republic,desktop,20,0,0,0,2
C02177,44,New,Central Slovakia,desktop,52,0,1,0,4
C02178,44,New,Central Slovakia,tablet,55,1,0,1,3
C02179,45,New,Bratislava,mobile,27,0,0,5,2
C02180,34,New,Central Slovakia,tablet,51,0,0,2,3
C02181,63,Regular,Central Slovakia,mobile,44,0,1,0,1
C02182,41,At-Risk,Bratislava,mobile,65,0,0,0,4
C02183,18,Loyal,Eastern Slovakia,mobile,58,1,0,4,4
C02184,26,Regular,Central Slovakia,mobile,17,0,1,1,9
C02185,18,Regular,Eastern Slovakia,mobile,42,1,0,5,5
C02186,38,Regular,Bratislava,mobile,56,1,1,1,7
C02187,37,Loyal,Bratislava,desktop,22,0,0,1,4
C02188,32,New,Central Slovakia,desktop,41,0,1,1,3
C02189,62,New,Eastern Slovakia,mobile,29,1,1,0,5
C02190,45,Regular,Western Slovakia,desktop,22,0,0,2,18
C02191,47,New,Bratislava,mobile,15,0,1,0,1
C02192,27,Regular,Eastern Slovakia,mobile,3,0,1,1,13
C02193,26,Loyal,Bratislava,mobile,54,1,1,0,5
C02194,38,At-Risk,Western Slovakia,desktop,59,0,0,1,1
C02195,40,New,Central Slovakia,desktop,47,0,1,2,5
C02196,18,Regular,Bratislava,desktop,18,1,0,5,2
C02197,36,Regular,Bratislava,desktop,2,0,0,1,1
C02198,38,Regular,Bratislava,desktop,45,0,0,1,7
C02199,35,Regular,Czech Republic,desktop,15,1,1,1,3
C02200,28,New,Western Slovakia,tablet,39,0,1,1,1
