interaction_id,campaign_id,channel,start_date,end_date,touch_date,budget,impressions,clicks,conversions,revenue,customer_id,customer_age,customer_segment,region,device_type
INT-000196,CMP-044,email,2024-01-23,2024-03-04,2024-02-13,6.13,6,0,0,0.0,C00120,35,Regular,Central Slovakia,mobile
INT-000197,CMP-044,email,2024-01-23,2024-03-04,2024-02-14,5.11,5,1,1,209.33,C01833,25,Loyal,Western Slovakia,desktop
INT-000198,CMP-044,email,2024-01-23,2024-03-04,2024-02-15,5.11,5,0,0,0.0,C01811,18,At-Risk,Eastern Slovakia,desktop
INT-000199,CMP-044,email,2024-01-23,2024-03-04,2024-02-16,4.09,4,0,0,0.0,C00379,57,New,Eastern Slovakia,desktop
INT-000200,CMP-044,email,2024-01-23,2024-03-04,2024-02-17,5.11,5,0,0,0.0,C00845,40,Regular,Eastern Slovakia,desktop
INT-000201,CMP-044,email,2024-01-23,2024-03-04,2024-02-18,5.11,5,1,0,0.0,C01478,21,New,Eastern Slovakia,desktop
INT-000202,CMP-044,email,2024-01-23,2024-03-04,2024-02-20,6.13,6,1,0,0.0,C01928,26,At-Risk,Eastern Slovakia,mobile
INT-000203,CMP-044,email,2024-01-23,2024-03-04,2024-02-20,3.07,3,0,0,0.0,C01732,38,Regular,Central Slovakia,desktop
INT-000204,CMP-044,email,2024-01-23,2024-03-04,2024-02-21,6.13,6,0,0,0.0,C01003,33,New,Eastern Slovakia,mobile
INT-000205,CMP-044,email,2024-01-23,2024-03-04,2024-02-21,7.16,7,0,0,0.0,C02135,28,Loyal,Western Slovakia,desktop
INT-000206,CMP-044,email,2024-01-23,2024-03-04,2024-02-23,3.07,3,0,0,0.0,C00985,42,New,Eastern Slovakia,mobile
INT-000207,CMP-044,email,2024-01-23,2024-03-04,2024-02-23,6.13,6,0,0,0.0,C00366,56,Regular,Bratislava,tablet
INT-000208,CMP-044,email,2024-01-23,2024-03-04,2024-02-24,7.16,7,0,0,0.0,C00977,51,Regular,Czech Republic,tablet
INT-000209,CMP-044,email,2024-01-23,2024-03-04,2024-02-26,5.11,5,0,0,0.0,C01222,53,Regular,Eastern Slovakia,mobile
INT-000210,CMP-044,email,2024-01-23,2024-03-04,2024-02-27,6.13,6,0,0,0.0,C02141,37,New,Bratislava,desktop
INT-000211,CMP-044,email,2024-01-23,2024-03-04,2024-02-27,3.07,3,1,0,0.0,C02106,32,Loyal,Western Slovakia,mobile
INT-000212,CMP-044,email,2024-01-23,2024-03-04,2024-02-28,8.18,8,0,0,0.0,C00014,52,New,Czech Republic,mobile
INT-000213,CMP-044,email,2024-01-23,2024-03-04,2024-03-01,7.16,7,0,0,0.0,C00699,27,At-Risk,Eastern Slovakia,mobile
INT-000214,CMP-044,email,2024-01-23,2024-03-04,2024-03-01,8.18,8,2,0,0.0,C02163,54,Loyal,Western Slovakia,desktop
INT-000215,CMP-044,email,2024-01-23,2024-03-04,2024-03-03,5.11,5,1,0,0.0,C01034,44,New,Western Slovakia,desktop
INT-000216,CMP-078,email,2024-01-24,2024-02-23,2024-01-25,3.37,4,0,0,0.0,C01409,38,Loyal,Central Slovakia,desktop
INT-000217,CMP-078,email,2024-01-24,2024-02-23,2024-01-25,0.84,1,0,0,0.0,C01142,18,Loyal,Eastern Slovakia,mobile
INT-000218,CMP-078,email,2024-01-24,2024-02-23,2024-01-27,5.06,6,0,0,0.0,C01476,36,Loyal,Bratislava,mobile
INT-000219,CMP-078,email,2024-01-24,2024-02-23,2024-01-29,1.69,2,0,0,0.0,C01902,51,Regular,Czech Republic,desktop
INT-000220,CMP-078,email,2024-01-24,2024-02-23,2024-01-31,1.69,2,0,0,0.0,C01157,38,Regular,Bratislava,desktop
INT-000221,CMP-078,email,2024-01-24,2024-02-23,2024-01-31,1.69,2,0,0,0.0,C01569,47,Loyal,Eastern Slovakia,mobile
INT-000222,CMP-078,email,2024-01-24,2024-02-23,2024-02-01,4.22,5,0,0,0.0,C00186,56,At-Risk,Bratislava,mobile
INT-000223,CMP-078,email,2024-01-24,2024-02-23,2024-02-02,0.84,1,0,0,0.0,C00397,47,Loyal,Bratislava,mobile
INT-000224,CMP-078,email,2024-01-24,2024-02-23,2024-02-03,2.53,3,0,0,0.0,C00603,53,Loyal,Central Slovakia,desktop
INT-000225,CMP-078,email,2024-01-24,2024-02-23,2024-02-05,5.06,6,0,0,0.0,C01479,33,Loyal,Eastern Slovakia,desktop
INT-000226,CMP-078,email,2024-01-24,2024-02-23,2024-02-05,2.53,3,1,0,0.0,C00841,61,Loyal,Western Slovakia,tablet
INT-000227,CMP-078,email,2024-01-24,2024-02-23,2024-02-06,0.84,1,0,0,0.0,C00514,37,Regular,Bratislava,desktop
INT-000228,CMP-078,email,2024-01-24,2024-02-23,2024-02-08,3.37,4,0,0,0.0,C01803,34,Regular,Western Slovakia,mobile
INT-000229,CMP-078,email,2024-01-24,2024-02-23,2024-02-08,3.37,4,1,0,0.0,C01373,43,Regular,Eastern Slovakia,tablet
INT-000230,CMP-078,email,2024-01-24,2024-02-23,2024-02-08,4.22,5,1,1,137.76,C01354,42,New,Central Slovakia,mobile
INT-000231,CMP-078,email,2024-01-24,2024-02-23,2024-02-09,3.37,4,1,0,0.0,C01013,32,New,Bratislava,desktop
INT-000232,CMP-078,email,2024-01-24,2024-02-23,2024-02-09,1.69,2,0,0,0.0,C01883,33,Regular,Western Slovakia,mobile
INT-000233,CMP-078,email,2024-01-24,2024-02-23,2024-02-09,0.84,1,1,1,162.93,C00525,55,Loyal,Central Slovakia,mobile
INT-000234,CMP-078,email,2024-01-24,2024-02-23,2024-02-11,1.69,2,0,0,0.0,C00116,32,Loyal,Central Slovakia,desktop
INT-000235,CMP-078,email,2024-01-24,2024-02-23,2024-02-12,4.22,5,0,0,0.0,C01184,46,New,Bratislava,desktop
INT-000236,CMP-078,email,2024-01-24,2024-02-23,2024-02-12,1.69,2,1,0,0.0,C01626,52,Regular,Central Slovakia,mobile
INT-000237,CMP-078,email,2024-01-24,2024-02-23,2024-02-14,2.53,3,0,0,0.0,C01238,45,Loyal,Bratislava,desktop
INT-000238,CMP-078,email,2024-01-24,2024-02-23,2024-02-15,0.84,1,0,0,0.0,C00437,32,New,Bratislava,desktop
INT-000239,CMP-078,email,2024-01-24,2024-02-23,2024-02-16,2.53,3,1,0,0.0,C01423,43,New,Bratislava,mobile
INT-000240,CMP-078,email,2024-01-24,2024-02-23,2024-02-19,2.53,3,0,0,0.0,C00063,40,Regular,Eastern Slovakia,mobile
INT-000241,CMP-078,email,2024-01-24,2024-02-23,2024-02-22,3.37,4,0,0,0.0,C00388,44,New,Bratislava,desktop
INT-000242,CMP-078,email,2024-01-24,2024-02-23,2024-02-22,3.37,4,0,0,0.0,C00778,43,Loyal,Bratislava,desktop
INT-000243,CMP-002,search,2024-02-01,2024-03-02,2024-02-01,10.58,4,2,1,332.16,C01431,35,Loyal,Western Slovakia,mobile
INT-000244,CMP-002,search,2024-02-01,2024-03-02,2024-02-01,10.58,4,1,0,0.0,C01724,61,New,Western Slovakia,tablet
INT-000245,CMP-002,search,2024-02-01,2024-03-02,2024-02-01,2.65,1,0,0,0.0,C01329,37,Loyal,Eastern Slovakia,desktop
INT-000246,CMP-002,search,2024-02-01,2024-03-02,2024-02-01,10.58,4,0,0,0.0,C01589,26,Loyal,Bratislava,desktop
INT-000247,CMP-002,search,2024-02-01,2024-03-02,2024-02-02,7.94,3,1,0,0.0,C01899,33,Regular,Western Slovakia,desktop
INT-000248,CMP-002,search,2024-02-01,2024-03-02,2024-02-02,5.29,2,1,0,0.0,C00007,40,At-Risk,Bratislava,desktop
INT-000249,CMP-002,search,2024-02-01,2024-03-02,2024-02-02,18.52,7,1,1,252.46,C01409,38,Loyal,Central Slovakia,desktop
INT-000250,CMP-002,search,2024-02-01,2024-03-02,2024-02-03,10.58,4,1,0,0.0,C01548,28,Loyal,Eastern Slovakia,mobile
INT-000251,CMP-002,search,2024-02-01,2024-03-02,2024-02-03,13.23,5,1,0,0.0,C01092,38,Loyal,Central Slovakia,mobile
INT-000252,CMP-002,search,2024-02-01,2024-03-02,2024-02-04,13.23,5,0,0,0.0,C00061,18,At-Risk,Central Slovakia,mobile
INT-000253,CMP-002,search,2024-02-01,2024-03-02,2024-02-05,10.58,4,0,0,0.0,C00589,41,Regular,Eastern Slovakia,mobile
INT-000254,CMP-002,search,2024-02-01,2024-03-02,2024-02-06,7.94,3,0,0,0.0,C02133,33,New,Eastern Slovakia,tablet
INT-000255,CMP-002,search,2024-02-01,2024-03-02,2024-02-07,10.58,4,1,0,0.0,C01061,36,At-Risk,Bratislava,desktop
INT-000256,CMP-002,search,2024-02-01,2024-03-02,2024-02-07,7.94,3,1,0,0.0,C00705,51,Regular,Bratislava,mobile
INT-000257,CMP-002,search,2024-02-01,2024-03-02,2024-02-08,7.94,3,1,0,0.0,C00278,25,At-Risk,Bratislava,desktop
INT-000258,CMP-002,search,2024-02-01,2024-03-02,2024-02-08,10.58,4,0,0,0.0,C02022,29,Regular,Central Slovakia,mobile
INT-000259,CMP-002,search,2024-02-01,2024-03-02,2024-02-09,13.23,5,0,0,0.0,C01747,31,New,Eastern Slovakia,mobile
INT-000260,CMP-002,search,2024-02-01,2024-03-02,2024-02-10,18.52,7,1,0,0.0,C02051,47,Regular,Czech Republic,mobile
INT-000261,CMP-002,search,2024-02-01,2024-03-02,2024-02-10,7.94,3,0,0,0.0,C01764,25,New,Central Slovakia,mobile
INT-000262,CMP-002,search,2024-02-01,2024-03-02,2024-02-10,15.88,6,1,0,0.0,C00236,30,Regular,Western Slovakia,mobile
INT-000263,CMP-002,search,2024-02-01,2024-03-02,2024-02-10,10.58,4,1,0,0.0,C00071,23,New,Bratislava,mobile
INT-000264,CMP-002,search,2024-02-01,2024-03-02,2024-02-10,15.88,6,0,0,0.0,C00132,21,New,Eastern Slovakia,mobile
INT-000265,CMP-002,search,2024-02-01,2024-03-02,2024-02-12,10.58,4,2,1,189.56,C00077,33,New,Eastern Slovakia,desktop
INT-000266,CMP-002,search,2024-02-01,2024-03-02,2024-02-12,13.23,5,0,0,0.0,C00169,36,New,Western Slovakia,mobile
INT-000267,CMP-002,search,2024-02-01,2024-03-02,2024-02-13,7.94,3,0,0,0.0,C01809,38,Regular,Western Slovakia,tablet
INT-000268,CMP-002,search,2024-02-01,2024-03-02,2024-02-13,10.58,4,1,1,311.57,C00562,42,Loyal,Central Slovakia,desktop
INT-000269,CMP-002,search,2024-02-01,2024-03-02,2024-02-13,13.23,5,1,0,0.0,C00610,44,Regular,Bratislava,mobile
INT-000270,CMP-002,search,2024-02-01,2024-03-02,2024-02-13,15.88,6,0,0,0.0,C00290,37,Regular,Central Slovakia,mobile
INT-000271,CMP-002,search,2024-02-01,2024-03-02,2024-02-14,10.58,4,1,1,234.0,C02030,32,Loyal,Western Slovakia,mobile
INT-000272,CMP-002,search,2024-02-01,2024-03-02,2024-02-15,13.23,5,0,0,0.0,C01894,18,Regular,Western Slovakia,tablet
INT-000273,CMP-002,search,2024-02-01,2024-03-02,2024-02-16,10.58,4,0,0,0.0,C01466,38,Loyal,Central Slovakia,mobile
INT-000274,CMP-002,search,2024-02-01,2024-03-02,2024-02-16,10.58,4,1,1,183.37,C00672,41,New,Western Slovakia,desktop
INT-000275,CMP-002,search,2024-02-01,2024-03-02,2024-02-17,7.94,3,1,0,0.0,C01641,20,New,Bratislava,desktop
INT-000276,CMP-002,search,2024-02-01,2024-03-02,2024-02-18,18.52,7,0,0,0.0,C00191,59,At-Risk,Bratislava,desktop
INT-000277,CMP-002,search,2024-02-01,2024-03-02,2024-02-18,5.29,2,0,0,0.0,C01860,21,Regular,Central Slovakia,mobile
INT-000278,CMP-002,search,2024-02-01,2024-03-02,2024-02-19,7.94,3,1,0,0.0,C00489,28,Loyal,Central Slovakia,desktop
INT-000279,CMP-002,search,2024-02-01,2024-03-02,2024-02-19,10.58,4,1,0,0.0,C01367,24,Regular,Western Slovakia,desktop
INT-000280,CMP-002,search,2024-02-01,2024-03-02,2024-02-20,15.88,6,2,1,109.28,C01399,45,New,Bratislava,tablet
INT-000281,CMP-002,search,2024-02-01,2024-03-02,2024-02-22,10.58,4,0,0,0.0,C00202,55,Loyal,Eastern Slovakia,mobile
INT-000282,CMP-002,search,2024-02-01,2024-03-02,2024-02-22,10.58,4,0,0,0.0,C01610,33,New,Eastern Slovakia,mobile
INT-000283,CMP-002,search,2024-02-01,2024-03-02,2024-02-23,7.94,3,1,0,0.0,C01188,42,Regular,Central Slovakia,desktop
INT-000284,CMP-002,search,2024-02-01,2024-03-02,2024-02-23,7.94,3,1,0,0.0,C00662,38,New,Central Slovakia,mobile
INT-000285,CMP-002,search,2024-02-01,2024-03-02,2024-02-24,13.23,5,0,0,0.0,C00776,40,New,Western Slovakia,mobile
INT-000286,CMP-002,search,2024-02-01,2024-03-02,2024-02-24,15.88,6,1,0,0.0,C00280,41,Regular,Western Slovakia,tablet
INT-000287,CMP-002,search,2024-02-01,2024-03-02,2024-02-24,13.23,5,0,0,0.0,C01294,18,New,Eastern Slovakia,mobile
INT-000288,CMP-002,search,2024-02-01,2024-03-02,2024-02-25,7.94,3,0,0,0.0,C00685,33,Regular,Eastern Slovakia,mobile
INT-000289,CMP-002,search,2024-02-01,2024-03-02,2024-02-25,7.94,3,0,0,0.0,C01141,59,New,Western Slovakia,desktop
INT-000290,CMP-002,search,2024-02-01,2024-03-02,2024-02-25,10.58,4,0,0,0.0,C02003,43,New,Western Slovakia,tablet
INT-000291,CMP-002,search,2024-02-01,2024-03-02,2024-02-26,7.94,3,0,0,0.0,C00690,33,New,Eastern Slovakia,desktop
INT-000292,CMP-002,search,2024-02-01,2024-03-02,2024-02-27,10.58,4,0,0,0.0,C00172,43,New,Czech Republic,mobile
INT-000293,CMP-002,search,2024-02-01,2024-03-02,2024-02-28,15.88,6,1,1,182.32,C00205,18,Regular,Western Slovakia,mobile
INT-000294,CMP-002,search,2024-02-01,2024-03-02,2024-02-28,10.58,4,0,0,0.0,C01691,32,New,Bratislava,mobile
INT-000295,CMP-002,search,2024-02-01,2024-03-02,2024-02-28,15.88,6,1,0,0.0,C00682,46,New,Bratislava,desktop
INT-000296,CMP-002,search,2024-02-01,2024-03-02,2024-02-29,13.23,5,2,0,0.0,C01650,30,New,Bratislava,mobile
INT-000297,CMP-002,search,2024-02-01,2024-03-02,2024-02-29,5.29,2,0,0,0.0,C02191,47,New,Bratislava,mobile
INT-000298,CMP-002,search,2024-02-01,2024-03-02,2024-02-29,7.94,3,1,0,0.0,C01572,35,Regular,Eastern Slovakia,mobile
INT-000299,CMP-002,search,2024-02-01,2024-03-02,2024-02-29,7.94,3,0,0,0.0,C01152,50,Loyal,Bratislava,desktop
INT-000300,CMP-002,search,2024-02-01,2024-03-02,2024-03-01,5.29,2,0,0,0.0,C01606,54,New,Bratislava,mobile
INT-000301,CMP-002,search,2024-02-01,2024-03-02,2024-03-01,13.23,5,0,0,0.0,C00972,37,Loyal,Western Slovakia,desktop
INT-000302,CMP-002,search,2024-02-01,2024-03-02,2024-03-01,15.88,6,0,0,0.0,C01597,42,Loyal,Western Slovakia,mobile
INT-000303,CMP-002,search,2024-02-01,2024-03-02,2024-03-01,21.17,8,2,1,232.94,C00029,43,Loyal,Eastern Slovakia,desktop
INT-000304,CMP-006,tv,2024-02-08,2024-03-13,2024-02-08,6.45,5,0,0,0.0,C00153,18,Loyal,Czech Republic,mobile
INT-000305,CMP-006,tv,2024-02-08,2024-03-13,2024-02-09,11.61,9,0,0,0.0,C01992,45,Loyal,Czech Republic,tablet
INT-000306,CMP-006,tv,2024-02-08,2024-03-13,2024-02-11,9.03,7,0,0,0.0,C01067,25,Loyal,Bratislava,mobile
INT-000307,CMP-006,tv,2024-02-08,2024-03-13,2024-02-11,9.03,7,0,0,0.0,C00135,20,New,Central Slovakia,mobile
INT-000308,CMP-006,tv,2024-02-08,2024-03-13,2024-02-12,7.74,6,0,0,0.0,C01376,42,Regular,Bratislava,mobile
INT-000309,CMP-006,tv,2024-02-08,2024-03-13,2024-02-12,6.45,5,0,0,0.0,C01629,43,New,Bratislava,tablet
INT-000310,CMP-006,tv,2024-02-08,2024-03-13,2024-02-12,10.32,8,0,0,0.0,C00623,41,New,Western Slovakia,mobile
INT-000311,CMP-006,tv,2024-02-08,2024-03-13,2024-02-14,18.06,14,0,0,0.0,C00754,63,Loyal,Western Slovakia,mobile
INT-000312,CMP-006,tv,2024-02-08,2024-03-13,2024-02-14,19.35,15,0,0,0.0,C01886,41,New,Western Slovakia,mobile
INT-000313,CMP-006,tv,2024-02-08,2024-03-13,2024-02-14,11.61,9,0,0,0.0,C01465,50,Loyal,Bratislava,mobile
INT-000314,CMP-006,tv,2024-02-08,2024-03-13,2024-02-14,9.03,7,0,0,0.0,C01775,51,Loyal,Western Slovakia,mobile
INT-000315,CMP-006,tv,2024-02-08,2024-03-13,2024-02-15,12.9,10,0,0,0.0,C00064,45,New,Bratislava,desktop
INT-000316,CMP-006,tv,2024-02-08,2024-03-13,2024-02-15,12.9,10,0,0,0.0,C01527,52,Loyal,Eastern Slovakia,desktop
INT-000317,CMP-006,tv,2024-02-08,2024-03-13,2024-02-16,14.19,11,0,0,0.0,C00788,36,New,Bratislava,mobile
INT-000318,CMP-006,tv,2024-02-08,2024-03-13,2024-02-16,12.9,10,0,0,0.0,C00989,34,Regular,Czech Republic,mobile
INT-000319,CMP-006,tv,2024-02-08,2024-03-13,2024-02-17,14.19,11,0,0,0.0,C00922,28,Regular,Czech Republic,mobile
INT-000320,CMP-006,tv,2024-02-08,2024-03-13,2024-02-17,15.48,12,0,0,0.0,C00722,52,Regular,Central Slovakia,mobile
INT-000321,CMP-006,tv,2024-02-08,2024-03-13,2024-02-18,15.48,12,0,1,344.69,C01961,40,Loyal,Bratislava,mobile
INT-000322,CMP-006,tv,2024-02-08,2024-03-13,2024-02-19,15.48,12,0,0,0.0,C01544,37,New,Czech Republic,tablet
INT-000323,CMP-006,tv,2024-02-08,2024-03-13,2024-02-19,14.19,11,0,0,0.0,C00970,38,Regular,Western Slovakia,desktop
INT-000324,CMP-006,tv,2024-02-08,2024-03-13,2024-02-19,6.45,5,0,0,0.0,C01720,22,New,Central Slovakia,mobile
INT-000325,CMP-006,tv,2024-02-08,2024-03-13,2024-02-21,9.03,7,0,1,364.46,C00477,51,Loyal,Bratislava,desktop
INT-000326,CMP-006,tv,2024-02-08,2024-03-13,2024-02-22,16.77,13,0,0,0.0,C01177,29,New,Eastern Slovakia,desktop
INT-000327,CMP-006,tv,2024-02-08,2024-03-13,2024-02-22,6.45,5,0,0,0.0,C01531,45,New,Western Slovakia,mobile
INT-000328,CMP-006,tv,2024-02-08,2024-03-13,2024-02-22,14.19,11,0,0,0.0,C02076,23,Regular,Czech Republic,desktop
INT-000329,CMP-006,tv,2024-02-08,2024-03-13,2024-02-22,12.9,10,0,1,359.64,C01024,45,Loyal,Bratislava,mobile
INT-000330,CMP-006,tv,2024-02-08,2024-03-13,2024-02-24,12.9,10,0,0,0.0,C00455,39,Loyal,Central Slovakia,mobile
INT-000331,CMP-006,tv,2024-02-08,2024-03-13,2024-02-26,7.74,6,0,1,237.19,C01255,29,Loyal,Central Slovakia,tablet
INT-000332,CMP-006,tv,2024-02-08,2024-03-13,2024-02-26,14.19,11,0,1,419.57,C01516,41,Loyal,Bratislava,desktop
INT-000333,CMP-006,tv,2024-02-08,2024-03-13,2024-02-27,12.9,10,0,1,653.2,C01170,34,Loyal,Bratislava,desktop
INT-000334,CMP-006,tv,2024-02-08,2024-03-13,2024-02-27,10.32,8,0,0,0.0,C00454,63,Loyal,Eastern Slovakia,mobile
INT-000335,CMP-006,tv,2024-02-08,2024-03-13,2024-02-28,11.61,9,0,0,0.0,C00342,42,At-Risk,Bratislava,mobile
INT-000336,CMP-006,tv,2024-02-08,2024-03-13,2024-02-28,10.32,8,0,0,0.0,C01058,43,New,Western Slovakia,tablet
INT-000337,CMP-006,tv,2024-02-08,2024-03-13,2024-03-01,27.1,21,1,0,0.0,C00857,42,Regular,Czech Republic,tablet
INT-000338,CMP-006,tv,2024-02-08,2024-03-13,2024-03-03,18.06,14,0,0,0.0,C01290,48,Regular,Western Slovakia,desktop
INT-000339,CMP-006,tv,2024-02-08,2024-03-13,2024-03-03,18.06,14,0,2,433.16,C01915,52,Regular,Eastern Slovakia,mobile
INT-000340,CMP-006,tv,2024-02-08,2024-03-13,2024-03-03,12.9,10,0,0,0.0,C00238,36,Loyal,Western Slovakia,mobile
INT-000341,CMP-006,tv,2024-02-08,2024-03-13,2024-03-04,10.32,8,0,0,0.0,C01767,23,New,Central Slovakia,tablet
INT-000342,CMP-006,tv,2024-02-08,2024-03-13,2024-03-04,9.03,7,0,0,0.0,C00438,25,Regular,Central Slovakia,mobile
INT-000343,CMP-006,tv,2024-02-08,2024-03-13,2024-03-05,11.61,9,0,1,480.47,C01212,32,Loyal,Bratislava,mobile
INT-000344,CMP-006,tv,2024-02-08,2024-03-13,2024-03-06,18.06,14,0,1,476.5,C01634,38,Regular,Bratislava,tablet
INT-000345,CMP-006,tv,2024-02-08,2024-03-13,2024-03-06,11.61,9,0,0,0.0,C00252,42,Loyal,Western Slovakia,mobile
INT-000346,CMP-006,tv,2024-02-08,2024-03-13,2024-03-06,11.61,9,0,0,0.0,C00498,34,New,Eastern Slovakia,desktop
INT-000347,CMP-006,tv,2024-02-08,2024-03-13,2024-03-07,16.77,13,0,1,222.23,C01865,41,Loyal,Central Slovakia,mobile
INT-000348,CMP-006,tv,2024-02-08,2024-03-13,2024-03-08,9.03,7,0,0,0.0,C00306,25,Loyal,Central Slovakia,mobile
INT-000349,CMP-006,tv,2024-02-08,2024-03-13,2024-03-10,25.81,20,0,1,325.55,C01468,22,Loyal,Eastern Slovakia,mobile
INT-000350,CMP-006,tv,2024-02-08,2024-03-13,2024-03-11,11.61,9,1,0,0.0,C00172,43,New,Czech Republic,tablet
INT-000351,CMP-006,tv,2024-02-08,2024-03-13,2024-03-11,6.45,5,0,0,0.0,C00035,45,New,Eastern Slovakia,mobile
INT-000352,CMP-006,tv,2024-02-08,2024-03-13,2024-03-11,15.48,12,0,1,396.95,C00863,37,Loyal,Western Slovakia,mobile
INT-000353,CMP-006,tv,2024-02-08,2024-03-13,2024-03-11,14.19,11,0,0,0.0,C01979,57,Regular,Western Slovakia,mobile
INT-000354,CMP-077,search,2024-02-15,2024-03-22,2024-02-17,10.78,4,0,0,0.0,C01231,31,Regular,Eastern Slovakia,mobile
INT-000355,CMP-077,search,2024-02-15,2024-03-22,2024-02-18,10.78,4,0,0,0.0,C00275,57,At-Risk,Bratislava,mobile
INT-000356,CMP-077,search,2024-02-15,2024-03-22,2024-02-19,10.78,4,0,0,0.0,C01876,18,New,Bratislava,desktop
INT-000357,CMP-077,search,2024-02-15,2024-03-22,2024-02-22,10.78,4,1,1,250.18,C02084,40,Regular,Bratislava,mobile
INT-000358,CMP-077,search,2024-02-15,2024-03-22,2024-02-22,5.39,2,1,0,0.0,C00479,38,Regular,Central Slovakia,desktop
INT-000359,CMP-077,search,2024-02-15,2024-03-22,2024-02-23,10.78,4,0,0,0.0,C01302,18,Regular,Western Slovakia,desktop
INT-000360,CMP-077,search,2024-02-15,2024-03-22,2024-02-23,5.39,2,2,1,194.49,C00869,31,New,Western Slovakia,mobile
INT-000361,CMP-077,search,2024-02-15,2024-03-22,2024-02-24,10.78,4,0,0,0.0,C01851,30,New,Bratislava,mobile
INT-000362,CMP-077,search,2024-02-15,2024-03-22,2024-02-24,16.17,6,1,0,0.0,C01037,50,Regular,Eastern Slovakia,mobile
INT-000363,CMP-077,search,2024-02-15,2024-03-22,2024-02-25,24.25,9,2,0,0.0,C01273,34,New,Bratislava,desktop
INT-000364,CMP-077,search,2024-02-15,2024-03-22,2024-02-26,16.17,6,1,0,0.0,C00417,51,At-Risk,Bratislava,mobile
INT-000365,CMP-077,search,2024-02-15,2024-03-22,2024-02-26,13.47,5,1,0,0.0,C00084,33,New,Western Slovakia,desktop
INT-000366,CMP-077,search,2024-02-15,2024-03-22,2024-02-27,5.39,2,1,0,0.0,C00487,29,New,Western Slovakia,mobile
INT-000367,CMP-077,search,2024-02-15,2024-03-22,2024-02-27,24.25,9,2,0,0.0,C00070,36,At-Risk,Bratislava,mobile
INT-000368,CMP-077,search,2024-02-15,2024-03-22,2024-02-27,2.69,1,0,0,0.0,C01226,44,Regular,Czech Republic,desktop
INT-000369,CMP-077,search,2024-02-15,2024-03-22,2024-02-27,10.78,4,2,2,424.09,C01336,60,Loyal,Eastern Slovakia,mobile
INT-000370,CMP-077,search,2024-02-15,2024-03-22,2024-02-27,18.86,7,1,0,0.0,C01702,32,At-Risk,Eastern Slovakia,desktop
INT-000371,CMP-077,search,2024-02-15,2024-03-22,2024-02-28,10.78,4,1,0,0.0,C01845,22,New,Bratislava,desktop
INT-000372,CMP-077,search,2024-02-15,2024-03-22,2024-02-28,8.08,3,0,0,0.0,C00800,38,New,Eastern Slovakia,mobile
INT-000373,CMP-077,search,2024-02-15,2024-03-22,2024-02-28,8.08,3,0,0,0.0,C01243,58,Loyal,Central Slovakia,mobile
INT-000374,CMP-077,search,2024-02-15,2024-03-22,2024-03-01,18.86,7,1,1,193.11,C00562,42,Loyal,Central Slovakia,desktop
INT-000375,CMP-077,search,2024-02-15,2024-03-22,2024-03-01,10.78,4,0,0,0.0,C01218,18,Regular,Eastern Slovakia,mobile
INT-000376,CMP-077,search,2024-02-15,2024-03-22,2024-03-01,8.08,3,0,0,0.0,C01633,40,Loyal,Central Slovakia,mobile
INT-000377,CMP-077,search,2024-02-15,2024-03-22,2024-03-04,16.17,6,0,0,0.0,C01911,29,Regular,Western Slovakia,mobile
INT-000378,CMP-077,search,2024-02-15,2024-03-22,2024-03-04,24.25,9,0,0,0.0,C01610,33,New,Eastern Slovakia,mobile
INT-000379,CMP-077,search,2024-02-15,2024-03-22,2024-03-04,5.39,2,0,0,0.0,C01462,29,Loyal,Bratislava,mobile
INT-000380,CMP-077,search,2024-02-15,2024-03-22,2024-03-05,8.08,3,1,0,0.0,C00465,25,Loyal,Western Slovakia,mobile
INT-000381,CMP-077,search,2024-02-15,2024-03-22,2024-03-05,13.47,5,1,0,0.0,C01703,40,At-Risk,Western Slovakia,mobile
INT-000382,CMP-077,search,2024-02-15,2024-03-22,2024-03-06,18.86,7,1,0,0.0,C00494,43,Loyal,Czech Republic,mobile
INT-000383,CMP-077,search,2024-02-15,2024-03-22,2024-03-07,8.08,3,0,0,0.0,C00386,28,Regular,Eastern Slovakia,desktop
INT-000384,CMP-077,search,2024-02-15,2024-03-22,2024-03-07,8.08,3,1,0,0.0,C01080,55,New,Eastern Slovakia,mobile
INT-000385,CMP-077,search,2024-02-15,2024-03-22,2024-03-08,10.78,4,0,0,0.0,C00775,38,Regular,Western Slovakia,desktop
INT-000386,CMP-077,search,2024-02-15,2024-03-22,2024-03-09,16.17,6,0,0,0.0,C01067,25,Loyal,Bratislava,mobile
INT-000387,CMP-077,search,2024-02-15,2024-03-22,2024-03-09,13.47,5,0,0,0.0,C01014,18,Regular,Eastern Slovakia,desktop
INT-000388,CMP-077,search,2024-02-15,2024-03-22,2024-03-10,18.86,7,0,0,0.0,C00648,18,New,Central Slovakia,mobile
INT-000389,CMP-077,search,2024-02-15,2024-03-22,2024-03-11,13.47,5,1,0,0.0,C00554,62,Regular,Bratislava,tablet
INT-000390,CMP-077,search,2024-02-15,2024-03-22,2024-03-11,8.08,3,0,0,0.0,C00605,30,Loyal,Eastern Slovakia,mobile
INT-000391,CMP-077,search,2024-02-15,2024-03-22,2024-03-12,8.08,3,1,0,0.0,C01062,55,At-Risk,Central Slovakia,desktop
